256,656
512,1020
768,2863
1024,3833
1280,11106
1536,13934
1792,12813
2048,14748
2304,16607
2560,21611
2816,25940
3072,25305
3328,33660
3584,25810
3840,36732
4096,40830
4352,32265
4608,35555
4864,67240
5120,38908
5376,138384
5632,208056
5888,421959
6144,236203
6400,245597
6656,254752
6912,177099
7168,276410
7424,294987
7680,307661
7936,312758
8192,412363
