256,3871
512,16620
768,15563
1024,37638
1280,53380
1536,54294
1792,80913
2048,71847
2304,84718
2560,91121
2816,92875
3072,145256
3328,123471
3584,134152
3840,142180
4096,77916
4352,158253
4608,149948
4864,178019
5120,194624
5376,195587
5632,212971
5888,248941
6144,219760
6400,271782
6656,264579
6912,250676
7168,273548
7424,313516
7680,340600
7936,303849
8192,310785
