256,1663
512,3771
768,5003
1024,7128
1280,9764
1536,10987
1792,12740
2048,14339
2304,17830
2560,17910
2816,20713
3072,28351
3328,37175
3584,52475
3840,61763
4096,60015
4352,257006
4608,70750
4864,142108
5120,181563
5376,127597
5632,138957
5888,165026
6144,195336
6400,199347
6656,199715
6912,236406
7168,244473
7424,250534
7680,283532
7936,308352
8192,325294
