256,1082
512,2934
768,8439
1024,3958
1280,8807
1536,16634
1792,13214
2048,18619
2304,19892
2560,26982
2816,24302
3072,26189
3328,38346
3584,31313
3840,41811
4096,37197
4352,38318
4608,42855
4864,43921
5120,55252
5376,143686
5632,199522
5888,257199
6144,235851
6400,270284
6656,299614
6912,346157
7168,281131
7424,321245
7680,432421
7936,373428
8192,414600
