256,1385
512,2154
768,3090
1024,4429
1280,6085
1536,9226
1792,21499
2048,19815
2304,18738
2560,20910
2816,26405
3072,31038
3328,31157
3584,29348
3840,40680
4096,31887
4352,47446
4608,50306
4864,59380
5120,74202
5376,103378
5632,151662
5888,181377
6144,240448
6400,311212
6656,169559
6912,288000
7168,286271
7424,314905
7680,305219
7936,306529
8192,654504
