256,10777
512,16994
768,28721
1024,36385
1280,46835
1536,59406
1792,66876
2048,58854
2304,83134
2560,105566
2816,100477
3072,120549
3328,119885
3584,137766
3840,142616
4096,151081
4352,154903
4608,168600
4864,196785
5120,186626
5376,211010
5632,219662
5888,211819
6144,242345
6400,244493
6656,243573
6912,251381
7168,276702
7424,304431
7680,291067
7936,304574
8192,307804
